"","rank_RF"
"SNP289",-2.4736135486016
"SNP118",-2.47837591565761
"SNP818",-2.48740766449461
"SNP318",-2.49147259568277
"SNP329",-2.49859689748985
"SNP522",-2.5191177289224
"SNP594",-2.53672283590297
"SNP31",-2.55823287272918
"SNP651",-2.56328698967918
"SNP412",-2.59045499767645
"SNP601",-2.59856058378843
"SNP480",-2.61049300756063
"SNP326",-2.6148864324752
"SNP592",-2.61512722357551
"SNP812",-2.62149697170462
"SNP305",-2.62712961653916
"SNP860",-2.66193854580544
"SNP637",-2.66346347349848
"SNP781",-2.69884765298181
"SNP568",-2.69917012947564
"SNP587",-2.71374689812938
"SNP229",-2.71563901762981
"SNP328",-2.71948347759896
"SNP625",-2.74210670016896
"SNP336",-2.74703394138862
"SNP132",-2.85196845729502
"SNP524",-2.85406392572976
"SNP220",-2.8631387271222
"SNP399",-2.88561701462498
"SNP777",-2.89991736965684
"SNP330",-2.9790454745944
"SNP761",-2.98548035539165
"SNP280",-3.00574975252106
"SNP575",-3.03758493548961
"SNP108",-3.04669082077691
"SNP784",-3.12153024586765
"SNP899",-3.14733276222165
"SNP347",-3.22952465964445
"SNP106",-3.25044612216243
"SNP951",-3.37763074512989
"SNP9",-3.51703829484536
"SNP299",-3.61835387519545
"SNP393",-3.6618391514344
"SNP683",-4.17051055315424
"SNP3",-5.10893002939413
"SNP432",-6.08554318841832
